path,size_bytes,size_gib,modification_date_utc,experiment_family,method,tissues,seed,checkpoint_files,prediction_inference_artifacts,referenced_by_paper_tables,referenced_by_adapter_manifests,used_for_published_adapter,likely_needed_for_qualitative_figures_qc,classification,candidate_subartifacts,rationale
run/sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,2909538424,2.709719,2026-07-01T12:04:06+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Colon,43,log/2026-06-30T234437_sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2894597176 B],log/2026-06-30T234437_sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results.json [6915819 B]; log/2026-06-30T234437_sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [18236 B]; log/2026-06-30T234437_sthelar40x_colon_5class_spatial_margin128_cap50000_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [3785 B],NO,YES,NO,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,8409299278,7.831770,2026-06-28T15:47:22+00:00,Tissue-specific 5-class within-slide margin128,FullFT,Kidney,42,log/2026-06-27T195908_sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [8397780353 B],log/2026-06-27T195908_sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/inference_results.json [1998750 B]; log/2026-06-27T195908_sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18683 B]; log/2026-06-27T195908_sthelar40x_kidney_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4162 B],YES,NO,NO,NO,KEEP_CRITICAL,NONE,Canonical tissue-specific FullFT/selected-PEFT run with checkpoint or final inference evidence.
run/sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,2900584202,2.701380,2026-06-29T19:58:35+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Kidney,42,log/2026-06-28T203148_sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2894596984 B],log/2026-06-28T203148_sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results.json [1986138 B]; log/2026-06-28T203148_sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18218 B]; log/2026-06-28T203148_sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [3859 B],YES,YES,YES,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest and is a source of a published Hugging Face adapter.
run/sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,5801093622,5.402689,2026-07-05T23:06:08+00:00,Tissue-specific 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Kidney,43,log/2026-06-30T232732_sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2894597048 B]; log/2026-07-05T202208_sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2894597048 B],log/2026-06-30T232732_sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results.json [2005576 B]; log/2026-06-30T232732_sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [18394 B]; log/2026-06-30T232732_sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4026 B]; log/2026-07-05T202208_sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results.json [2005576 B]; log/2026-07-05T202208_sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [18394 B]; log/2026-07-05T202208_sthelar40x_kidney_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4026 B],YES,YES,YES,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest and is a source of a published Hugging Face adapter.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_adaptformer_red16_decoder_frozen_lr5e-5_e10_seed42_CLEAN,17141967,0.015965,2026-06-25T22:08:06+00:00,KLT 5-class within-slide margin128,AdaptFormer,Kidney;Liver;Tonsil,42,NONE,log/2026-06-25T001346_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_adaptformer_red16_decoder_frozen_lr5e-5_e10_seed42_CLEAN/inference_results.json [10088910 B]; log/2026-06-25T001346_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_adaptformer_red16_decoder_frozen_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [19270 B]; log/2026-06-25T001346_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_adaptformer_red16_decoder_frozen_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4527 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_freeze_e10_seed42_CLEAN,2808488817,2.615609,2026-06-29T19:58:32+00:00,KLT 5-class within-slide margin128,Frozen/raw-style baseline,Kidney;Liver;Tonsil,42,log/2026-06-24T195646_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_freeze_e10_seed42_CLEAN/checkpoints/model_best.pth [2799314840 B],log/2026-06-24T195646_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_freeze_e10_seed42_CLEAN/inference_results.json [9008875 B]; log/2026-06-24T195646_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_freeze_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [17439 B]; log/2026-06-24T195646_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_freeze_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [3654 B],YES,NO,NO,YES,KEEP_CRITICAL,NONE,"Canonical KLT baseline/ablation with checkpoint or final inference evidence; required for paper tables, comparisons, or reproducibility."
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_frozen_encoder_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,16571489,0.015433,2026-06-25T22:08:06+00:00,KLT 5-class within-slide margin128,Unknown,Kidney;Liver;Tonsil,42,NONE,log/2026-06-24T201215_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_frozen_encoder_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results.json [9948507 B]; log/2026-06-24T201215_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_frozen_encoder_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [19234 B]; log/2026-06-24T201215_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_frozen_encoder_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4476 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN,8440683030,7.860999,2026-06-29T19:58:36+00:00,KLT 5-class within-slide margin128,FullFT,Kidney;Liver;Tonsil,42,log/2026-06-24T195748_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [8397780545 B],log/2026-06-24T195748_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/inference_results.json [9980873 B]; log/2026-06-24T195748_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [19261 B]; log/2026-06-24T195748_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_fullft_lr1e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4507 B],YES,NO,NO,NO,KEEP_CRITICAL,NONE,"Canonical KLT baseline/ablation with checkpoint or final inference evidence; required for paper tables, comparisons, or reproducibility."
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_fullft_lr1e-5_e10_seed43_KEEPALL_FISHER,8440713611,7.861027,2026-06-29T19:58:32+00:00,KLT 5-class within-slide margin128,FullFT,Kidney;Liver;Tonsil,43,log/2026-06-26T002217_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_fullft_lr1e-5_e10_seed43_KEEPALL_FISHER/checkpoints/model_best.pth [8397788692 B],log/2026-06-26T002217_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_fullft_lr1e-5_e10_seed43_KEEPALL_FISHER/inference_results.json [9964935 B]; log/2026-06-26T002217_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_fullft_lr1e-5_e10_seed43_KEEPALL_FISHER/inference_results_qc_sweep_Jaccard.json [19286 B]; log/2026-06-26T002217_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_fullft_lr1e-5_e10_seed43_KEEPALL_FISHER/inference_results_qc_sweep_Jaccard_summary.csv [4534 B],YES,NO,NO,NO,KEEP_CRITICAL,NONE,"Canonical KLT baseline/ablation with checkpoint or final inference evidence; required for paper tables, comparisons, or reproducibility."
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_e10_seed42,2895987576,2.697099,2026-07-21T16:00:20+00:00,KLT 5-class within-slide margin128,AdaptFormer,Kidney;Liver;Tonsil,42,log/2026-07-03T190728_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_e10_seed42/checkpoints/model_best.pth [2878702858 B],log/2026-07-03T190728_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_e10_seed42/inference_results.json [9959431 B]; log/2026-07-03T190728_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_e10_seed42/inference_results_qc_sweep_Jaccard.json [19190 B]; log/2026-07-03T190728_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_e10_seed42/inference_results_qc_sweep_Jaccard_summary.csv [4505 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_e10_seed43,2895910945,2.697027,2026-07-21T16:00:20+00:00,KLT 5-class within-slide margin128,AdaptFormer,Kidney;Liver;Tonsil,43,log/2026-07-05T100313_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_e10_seed43/checkpoints/model_best.pth [2878698616 B],log/2026-07-05T100313_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_e10_seed43/inference_results.json [9918332 B]; log/2026-07-05T100313_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_e10_seed43/inference_results_qc_sweep_Jaccard.json [19123 B]; log/2026-07-05T100313_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_e10_seed43/inference_results_qc_sweep_Jaccard_summary.csv [4375 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_laststage_e10_seed42,2900571820,2.701368,2026-07-21T16:00:20+00:00,KLT 5-class within-slide margin128,AdaptFormer,Kidney;Liver;Tonsil,42,log/2026-07-03T190728_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_laststage_e10_seed42/checkpoints/model_best.pth [2881546520 B],log/2026-07-03T190728_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_laststage_e10_seed42/inference_results.json [9995277 B]; log/2026-07-03T190728_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_laststage_e10_seed42/inference_results_qc_sweep_Jaccard.json [19352 B]; log/2026-07-03T190728_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_adaptformer_red16_heads_laststage_e10_seed42/inference_results_qc_sweep_Jaccard_summary.csv [4542 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_final_heads_only_frozen_encoder_decoder_e10_seed42,2809790708,2.616822,2026-07-21T16:00:20+00:00,KLT 5-class within-slide margin128,Final-head linear probing,Kidney;Liver;Tonsil,42,log/2026-07-02T153245_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_final_heads_only_frozen_encoder_decoder_e10_seed42/checkpoints/model_best.pth [2799323322 B],log/2026-07-02T153245_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_final_heads_only_frozen_encoder_decoder_e10_seed42/inference_results.json [9982421 B]; log/2026-07-02T153245_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_final_heads_only_frozen_encoder_decoder_e10_seed42/inference_results_qc_sweep_Jaccard.json [18578 B]; log/2026-07-02T153245_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_klt_final_heads_only_frozen_encoder_decoder_e10_seed42/inference_results_qc_sweep_Jaccard_summary.csv [4181 B],NO,NO,NO,YES,KEEP_CRITICAL,NONE,"Canonical KLT baseline/ablation with checkpoint or final inference evidence; required for paper tables, comparisons, or reproducibility."
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN,2931310481,2.729996,2026-06-29T19:58:35+00:00,KLT 5-class within-slide margin128,LoRA Q/V + AdaptFormer + decoder conv adapters,Kidney;Liver;Tonsil,42,log/2026-06-25T102125_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2901450460 B],log/2026-06-25T102125_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results.json [9965212 B]; log/2026-06-25T102125_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [19309 B]; log/2026-06-25T102125_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4503 B],YES,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN,2931595889,2.730261,2026-06-29T19:58:35+00:00,KLT 5-class within-slide margin128,LoRA Q/V + AdaptFormer + decoder conv adapters,Kidney;Liver;Tonsil,43,log/2026-06-26T002217_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2901450524 B],log/2026-06-26T002217_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/inference_results.json [9941546 B]; log/2026-06-26T002217_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [19233 B]; log/2026-06-26T002217_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_conv_adapters_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4500 B],YES,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN,2918235561,2.717819,2026-06-29T19:58:36+00:00,KLT 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Kidney;Liver;Tonsil,42,log/2026-06-25T113302_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2894602890 B],log/2026-06-25T113302_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results.json [9880653 B]; log/2026-06-25T113302_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [18745 B]; log/2026-06-25T113302_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4200 B],YES,YES,YES,YES,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest and is a source of a published Hugging Face adapter.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN,2918535790,2.718098,2026-06-29T19:58:32+00:00,KLT 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NP/HV/NT final heads,Kidney;Liver;Tonsil,43,log/2026-06-26T002217_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2894597112 B],log/2026-06-26T002217_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results.json [9893526 B]; log/2026-06-26T002217_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [19218 B]; log/2026-06-26T002217_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_heads_only_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4470 B],YES,YES,YES,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest and is a source of a published Hugging Face adapter.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN,2922897051,2.722160,2026-06-29T19:58:32+00:00,KLT 5-class within-slide margin128,LoRA Q/V + AdaptFormer + decoder last stage,Kidney;Liver;Tonsil,42,log/2026-06-25T185008_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2897444952 B],log/2026-06-25T185008_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN/inference_results.json [9986352 B]; log/2026-06-25T185008_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [19386 B]; log/2026-06-25T185008_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4537 B],YES,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed43_CLEAN,5833950808,5.433290,2026-06-29T19:58:32+00:00,KLT 5-class within-slide margin128,LoRA Q/V + AdaptFormer + decoder last stage,Kidney;Liver;Tonsil,43,log/2026-06-26T070649_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2897444952 B]; log/2026-06-27T201436_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth [2897444952 B],log/2026-06-27T201436_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed43_CLEAN/inference_results.json [9976567 B]; log/2026-06-27T201436_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard.json [19350 B]; log/2026-06-27T201436_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed43_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4540 B],YES,YES,NO,NO,KEEP_CRITICAL,log/2026-06-26T070649_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed43_CLEAN/checkpoints/model_best.pth,"Source run is referenced by an adapter manifest. Parent remains critical, but one superseded partial-attempt checkpoint is separately proposed as reclaimable after approval."
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed44_CLEAN,2922926191,2.722187,2026-07-21T16:00:20+00:00,KLT 5-class within-slide margin128,LoRA Q/V + AdaptFormer + decoder last stage,Kidney;Liver;Tonsil,44,log/2026-07-03T220834_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed44_CLEAN/checkpoints/model_best.pth [2897451018 B],log/2026-07-03T220834_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed44_CLEAN/inference_results.json [9957748 B]; log/2026-07-03T220834_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed44_CLEAN/inference_results_qc_sweep_Jaccard.json [19307 B]; log/2026-07-03T220834_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_last_stage_lr5e-5_e10_seed44_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4490 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_np_hv_heads_nt_all_lr5e-5_e10_seed42_CLEAN,3041322860,2.832453,2026-07-21T16:00:20+00:00,KLT 5-class within-slide margin128,LoRA Q/V + AdaptFormer + all NT head,Kidney;Liver;Tonsil,42,log/2026-07-03T221049_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_np_hv_heads_nt_all_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [3015255124 B],log/2026-07-03T221049_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_np_hv_heads_nt_all_lr5e-5_e10_seed42_CLEAN/inference_results.json [9949960 B]; log/2026-07-03T221049_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_np_hv_heads_nt_all_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [19248 B]; log/2026-07-03T221049_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_np_hv_heads_nt_all_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4487 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
run/sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_nt_header1_np_hv_heads_lr5e-5_e10_seed42_CLEAN,2919018459,2.718548,2026-07-21T16:00:20+00:00,KLT 5-class within-slide margin128,LoRA Q/V + AdaptFormer + NT header 1,Kidney;Liver;Tonsil,42,log/2026-07-04T151400_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_nt_header1_np_hv_heads_lr5e-5_e10_seed42_CLEAN/checkpoints/model_best.pth [2894897228 B],log/2026-07-04T151400_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_nt_header1_np_hv_heads_lr5e-5_e10_seed42_CLEAN/inference_results.json [9937016 B]; log/2026-07-04T151400_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_nt_header1_np_hv_heads_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard.json [19216 B]; log/2026-07-04T151400_sthelar40x_kidney_liver_tonsil_5class_spatial_margin128_lora_adaptformer_r8_a8_red16_decoder_nt_header1_np_hv_heads_lr5e-5_e10_seed42_CLEAN/inference_results_qc_sweep_Jaccard_summary.csv [4457 B],NO,YES,NO,NO,KEEP_CRITICAL,NONE,Source run is referenced by an adapter manifest.
